kind,etags,resourceId,resourceName,generatedResourceName,resourceType,resourceDescription,resourceEmail,resourceCategory,userVisibleDescription,capacity
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Lxh2UYh5tqyITRpNdI0HC9zgDDA""",2132466656,テスト-テスト４９,テスト-テスト４９,テスト用,■PJの常設されていない部屋でのMTG時に利用。　■社外への持ち出しは原則不可。どうしても必要な際は事前に事業推進課までご相談下さい,919.jp_32313332343636363536@resource.calendar.google.com,CATEGORY_UNKNOWN,■PJの常設されていない部屋でのMTG時に利用。　■社外への持ち出しは原則不可。どうしても必要な際は事前に事業推進課までご相談下さい,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/rKOwKovt_bws7LtDr7yCb6zEgv0""",2162862522,テスト-テスト４１,テスト-テスト４１,テスト用,iPad (第 3 世代) Wi-Fi + Cellular：A1430,919.jp_32313632383632353232@resource.calendar.google.com,CATEGORY_UNKNOWN,iPad (第 3 世代) Wi-Fi + Cellular：A1430,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/YDG2kwVD4oKt9bDcbiHrmescWo4""",21777080-231,(機器)-東京-プロジェクター　EH-TW400(黒),(機器)-東京-プロジェクター　EH-TW400(黒),IT機器-東京,,919.jp_32313737373038302d323331@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/2YI0CeaSn7h2PZQHE3qwDTXvwP4""",23435681-986,(ツール)-大阪-受賞作品一覧,(ツール)-大阪-受賞作品一覧,営業ツール-大阪,,919.jp_32333433353638312d393836@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/vOuyb2EMyDUkJE8OjO2k5sZ7BEI""",26334727-189,(機器)-大阪-液晶モニタ【20インチ】,(機器)-大阪-液晶モニタ【20インチ】,IT機器-大阪,,919.jp_32363333343732372d313839@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/LkNKCHAufcqCJkg5XZIZubNB-6Q""",265618526,テスト-テスト１５,テスト-テスト１５,テスト用,,919.jp_323635363138353236@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Qzpv1eyTQirP0hTIYZkEpE8SaaI""",2661332898,テスト-テスト１９,テスト-テスト１９,テスト用,5F倉庫前,919.jp_32363631333332383938@resource.calendar.google.com,CATEGORY_UNKNOWN,5F倉庫前,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/OOa13QM55ASAKWWQLrronLvi0cs""",2677185656,テスト-テスト１７,テスト-テスト１７,テスト用,,919.jp_32363737313835363536@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/8-kcgUeDkIpgBGBPCXpokvPfUPo""",27128125741,テスト-テスト４０,テスト-テスト４０,テスト用,iPad (第 3 世代) Wi-Fi + Cellular：A1430,919.jp_3237313238313235373431@resource.calendar.google.com,CATEGORY_UNKNOWN,iPad (第 3 世代) Wi-Fi + Cellular：A1430,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/6kNiBchEvMRikobv2V86gotQD6c""",2715685916,テスト-テスト１４,テスト-テスト１４,テスト用,窓があり、お客様のご来社時や面接に適しています。他の面談室が空いていたら、社内MTGは他面談室を優先的に使いましょう。,919.jp_32373135363835393136@resource.calendar.google.com,CATEGORY_UNKNOWN,窓があり、お客様のご来社時や面接に適しています。他の面談室が空いていたら、社内MTGは他面談室を優先的に使いましょう。,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/_Cpjf57ZfMUjulWKS0WRqEWS7x8""",27572341-620,大阪-第3面談室-4,大阪-第3面談室-4,会議室-大阪,,919.jp_32373537323334312d363230@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Y_SrD-i1MhWYGqUA7XZIbg50lWE""",27717902751,テスト-テスト２７,テスト-テスト２７,テスト用,,919.jp_3237373137393032373531@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Wt3_YZ7GXbQ7i4kkVtvxZC8-mPk""",29430965219,テスト-テスト５２,テスト-テスト５２,テスト用,,919.jp_3239343330393635323139@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/-X9uSKSpb2J6TqieVI5ao60GdLs""",31918902375,テスト-テスト２９,テスト-テスト２９,テスト用,,919.jp_3331393138393032333735@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/ydghCimikk01V3D79C-H1FahZiI""",3310750-397,(機器)-大阪-プロジェクタ【大】,(機器)-大阪-プロジェクタ【大】,IT機器-大阪,,919.jp_333331303735302d333937@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/13NjlFOwkPCDIErYEIcBuLg4IBA""",3462812456,テスト-テスト２,テスト-テスト２,テスト用,■PJ：常設あり、■スクリーン：常設あり,919.jp_33343632383132343536@resource.calendar.google.com,CATEGORY_UNKNOWN,■PJ：常設あり、■スクリーン：常設あり,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/rpG3aefvKqrwjAjkxzudp5_-_1E""",34735254154,テスト-テスト３５,テスト-テスト３５,テスト用,,919.jp_3334373335323534313534@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/wc_89M9CQiL_SuwowNC66xGDg6g""",37239131-391,(自転車)-大阪-ASワインレッド,(自転車)-大阪-ASワインレッド,自転車-大阪,,919.jp_33373233393133312d333931@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/P1vajV8s-P9EWkHqH6mPvyDB12Y""",381232839,テスト-テスト２６,テスト-テスト２６,テスト用,■PJ：天井固定あり、■スクリーン：天井固定あり,919.jp_333831323332383339@resource.calendar.google.com,CATEGORY_UNKNOWN,■PJ：天井固定あり、■スクリーン：天井固定あり,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/te2E4XFnzZ9FYcsmzaldmAdkIZQ""",3831465446,テスト-テスト５７,テスト-テスト５７,テスト用,,919.jp_33383331343635343436@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/sDYKvLyHFmRVRqrqmpgLCC2jL9I""",38829125201,テスト-テスト５４,テスト-テスト５４,テスト用,,919.jp_3338383239313235323031@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/LCdOtHo88dSGtgs7ZKT2vXZeAV4""",3916902349,テスト-テスト３１,テスト-テスト３１,テスト用,,919.jp_33393136393032333439@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/uyhuz1k0KJ-XNw0fBJFafs-SyGk""",3931966785,テスト-テスト５８,テスト-テスト５８,テスト用,,919.jp_33393331393636373835@resource.calendar.google.com,CATEGORY_UNKNOWN,,
