kind,id,etag,email,name,directMembersCount,description,adminCreated,nonEditableAliases,aliases
admin#directory#group,03tbugp13tz4wod,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/syV8qugMB0YvHOWJ-mmJ4O1cwhI""",cs-corporate-entry_pub@919.jp,CSコーポレートサイトエントリー用,4,コーポレートサイトのお問い合わせ受付アドレス,False,"['cs-corporate-entry_pub@g.919.jp', 'cs-corporate-entry_pub@919.jp.test-google-a.com', 'cs-corporate-entry_pub@g.919.co.jp', 'cs-corporate-entry_pub@kango-roo.com']",
admin#directory#group,02lwamvv36ajj51,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/LNv7PSV0g7JHrwTeWeSYR3Jds-o""",cs-entry@919.jp,cs-entry,23,作成理由：kango-cd-cs@919.jpはキャリアシステムのコーディさんのメーリスですが、土曜のエントリー登板に営業が入ることがあるので、新しくアドレスを作りたいため。,True,"['cs-entry@g.919.jp', 'cs-entry@g.919.co.jp', 'cs-entry@919.jp.test-google-a.com', 'cs-entry@kango-roo.com']",
admin#directory#group,01v1yuxt1tf86d3,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/lYB1Un3-uu2tX-iriZJNARVv5KA""",cs-fukui@919.jp,CS福井,5,,True,"['cs-fukui@919.jp.test-google-a.com', 'cs-fukui@g.919.jp', 'cs-fukui@g.919.co.jp', 'cs-fukui@kango-roo.com']",
admin#directory#group,0147n2zr3rjbl8v,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/VynpHTdj4QoryKps7XhIlvX7U40""",cs-hakenentry_pub@919.jp,第二営業部エントリー用,4,一般派遣チームの媒体エントリー用,False,"['cs-hakenentry_pub@919.jp.test-google-a.com', 'cs-hakenentry_pub@g.919.co.jp', 'cs-hakenentry_pub@g.919.jp', 'cs-hakenentry_pub@kango-roo.com']",
admin#directory#group,00nmf14n3uf492y,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/dbhxpzLSZ32FPEaQcyS9pQsqLzE""",cs-info@919.jp,cs-info,2,,True,"['cs-info@919.jp.test-google-a.com', 'cs-info@g.919.jp', 'cs-info@g.919.co.jp', 'cs-info@kango-roo.com']",
admin#directory#group,03j2qqm31az2wn4,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/rkr16QhNqbEg_m7IWhSg2I9LM0M""",cs-kanazawa-common@919.jp,CS金沢一般,6,,True,"['cs-kanazawa-common@g.919.jp', 'cs-kanazawa-common@g.919.co.jp', 'cs-kanazawa-common@919.jp.test-google-a.com', 'cs-kanazawa-common@kango-roo.com']",
admin#directory#group,01yyy98l369dz95,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/YSIiYDoOjvC-y5clAXF3EISzans""",cs-kanazawa@919.jp,CS金沢,4,,True,"['cs-kanazawa@919.jp.test-google-a.com', 'cs-kanazawa@g.919.jp', 'cs-kanazawa@g.919.co.jp', 'cs-kanazawa@kango-roo.com']",
admin#directory#group,03oy7u293pnszl8,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/75WcvmnIeLIEpvtVbgMl718n9ZM""",cs-kanri@919.jp,CS管理,3,rakumo階層表示用に作成(2018-01-15),True,"['cs-kanri@kango-roo.com', 'cs-kanri@919.jp.test-google-a.com', 'cs-kanri@g.919.co.jp', 'cs-kanri@g.919.jp']",
admin#directory#group,03q5sasy4e2wxzv,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/AiQqHBnrFQKClCT5oNX6_x-AAwM""",cs-nagano@919.jp,CS長野,4,,True,"['cs-nagano@919.jp.test-google-a.com', 'cs-nagano@g.919.jp', 'cs-nagano@g.919.co.jp', 'cs-nagano@kango-roo.com']",
admin#directory#group,03bj1y38223jz3c,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/OUAW33Ob54HOPOL4cpkt45pYgxE""",cs-nagoya@919.jp,CS名古屋,8,,True,"['cs-nagoya@919.jp.test-google-a.com', 'cs-nagoya@g.919.jp', 'cs-nagoya@g.919.co.jp', 'cs-nagoya@kango-roo.com']",
admin#directory#group,00pkwqa10uyz7g0,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/YOm2lEeQlExLcXps_Hj09wPMljc""",cs-niigata@919.jp,CS新潟,5,,True,"['cs-niigata@919.jp.test-google-a.com', 'cs-niigata@g.919.jp', 'cs-niigata@g.919.co.jp', 'cs-niigata@kango-roo.com']",
admin#directory#group,01v1yuxt11sxtr8,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/I9cAKMW_eYUwIhnBRv1GBvhoer8""",cs-nurse@919.jp,cs-nurse,17,,True,"['cs-nurse@919.jp.test-google-a.com', 'cs-nurse@g.919.jp', 'cs-nurse@g.919.co.jp', 'cs-nurse@kango-roo.com']",
admin#directory#group,01t3h5sf3jcm2p5,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/mbzlQ9jWD_b0i9HVy5Vzw33ddws""",cs-osaka@919.jp,CS大阪,7,,True,"['cs-osaka@919.jp.test-google-a.com', 'cs-osaka@g.919.jp', 'cs-osaka@g.919.co.jp', 'cs-osaka@kango-roo.com']",
admin#directory#group,02s8eyo146q4c16,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/uto_TTHcsL-l4T4e4ax6llzQaXs""",cs-parthaken-entry_pub@919.jp,派遣deパートエントリー,3,"派遣deパートからのエントリーがあった際の通知メール受信専用アドレス。
本アドレスからの送信は一切無し。",False,"['cs-parthaken-entry_pub@g.919.jp', 'cs-parthaken-entry_pub@g.919.co.jp', 'cs-parthaken-entry_pub@919.jp.test-google-a.com', 'cs-parthaken-entry_pub@kango-roo.com']",
admin#directory#group,02ce457m3d419yg,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/ZFxL_MLYXhO98Flekuqd5HaO-lU""",cs-parthaken@919.jp,キャリアシステム　パート派遣,2,,True,"['cs-parthaken@g.919.jp', 'cs-parthaken@g.919.co.jp', 'cs-parthaken@919.jp.test-google-a.com', 'cs-parthaken@kango-roo.com']",
admin#directory#group,048pi1tg3jjgfx0,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Sn-PZvEwNDP8JJTFZHBbfAeh0Ik""",cs-sendai@919.jp,CS仙台,6,,True,"['cs-sendai@919.jp.test-google-a.com', 'cs-sendai@g.919.jp', 'cs-sendai@g.919.co.jp', 'cs-sendai@kango-roo.com']",
admin#directory#group,044sinio33y5iva,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/AiYLuEa3mS21TCkksMZImlXEmkA""",cs-tokyo@919.jp,CS東京,9,,True,"['cs-tokyo@919.jp.test-google-a.com', 'cs-tokyo@g.919.jp', 'cs-tokyo@g.919.co.jp', 'cs-tokyo@kango-roo.com']",
admin#directory#group,04k668n31exub7x,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/PNvxZf7yRE9puMrg2OQ-hV2EqUs""",cs-toyama@919.jp,CS富山,3,,True,"['cs-toyama@919.jp.test-google-a.com', 'cs-toyama@g.919.jp', 'cs-toyama@g.919.co.jp', 'cs-toyama@kango-roo.com']",
admin#directory#group,043ky6rz0ke0fvn,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/r5DA_sW378dpTD1lCOLOP5f5KnQ""",cyuuto-shokai@919.jp,紹介部_中途採用窓口,5,紹介部中途採用窓口のメーリス,True,"['cyuuto-shokai@g.919.jp', 'cyuuto-shokai@g.919.co.jp', 'cyuuto-shokai@919.jp.test-google-a.com', 'cyuuto-shokai@kango-roo.com']",
admin#directory#group,023ckvvd38tjmtv,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/O0eUDIvIPA1OjMWLRUpDu8mPxow""",emc@919.co.jp,紹介部_emc,13,,True,"['emc@919.jp.test-google-a.com', 'emc@g.919.co.jp', 'emc@g.919.jp', 'emc@kango-roo.com']",['emc@919.jp']
admin#directory#group,01baon6m23ze0oy,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/AOhf0MBTHYffGnKJ6O2oOziJjoo""",employ@919.jp,紹介部_employ,8,,True,"['employ@919.jp.test-google-a.com', 'employ@g.919.jp', 'employ@g.919.co.jp', 'employ@kango-roo.com']",
admin#directory#group,03ygebqi1nttvw6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/vp-pKKBTzhdOvOVC9oH_UDTZPks""",fm-info@919.jp,FM情報,4,,True,"['fm-info@g.919.jp', 'fm-info@g.919.co.jp', 'fm-info@919.jp.test-google-a.com', 'fm-info@kango-roo.com']",
admin#directory#group,00z337ya21t4dlk,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Rw6383Owc6x4MyO2Pizg9hhb1KQ""",fmkanto-staff@919.jp,FM関東アシスタントチーム,6,,True,"['fmkanto-staff@g.919.jp', 'fmkanto-staff@g.919.co.jp', 'fmkanto-staff@919.jp.test-google-a.com', 'fmkanto-staff@kango-roo.com']",
admin#directory#group,00xvir7l3uzrfri,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/3bX-opSyYCSjOivSEXQ_Da9ECVQ""",global@919.jp,クイック・グローバル,4,リクルーティング　グローバル事業,True,"['global@919.jp.test-google-a.com', 'global@g.919.jp', 'global@g.919.co.jp', 'global@kango-roo.com']",
admin#directory#group,01gf8i832i5vvp5,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/iFSmKBhUAdHgUZLMtBR8AO7qiJc""",global@global.919.jp,クイック・グローバル,4,,True,,
admin#directory#group,03s49zyc3oreipv,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/utX6tr-M5WUhKrzJAsZoHSOFliM""",golf-club_pub@919.jp,golf-club,7,ゴルフ部,False,"['golf-club_pub@kango-roo.com', 'golf-club_pub@919.jp.test-google-a.com', 'golf-club_pub@g.919.co.jp', 'golf-club_pub@g.919.jp']",
admin#directory#group,01tuee742kmrhp6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/oH7yATpFv6udyVMZv9N1nItk5KE""",igaku-quick@919.jp,igaku-quick,5,,True,"['igaku-quick@919.jp.test-google-a.com', 'igaku-quick@g.919.jp', 'igaku-quick@g.919.co.jp', 'igaku-quick@kango-roo.com']",
admin#directory#group,02afmg280vsqc4u,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/sNqX_9G083xAkUrhbE2RN2AvsrM""",indeed-919r@919.jp,indeed運用アカウント,3,,True,"['indeed-919r@g.919.jp', 'indeed-919r@919.jp.test-google-a.com', 'indeed-919r@g.919.co.jp', 'indeed-919r@kango-roo.com']",
admin#directory#group,03j2qqm3345a6b6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/vSUpfDOriSY4C3wViH74O_PmW6M""",indeed-919rnagoya_pub@919.jp,indeedマスターアカウント,2,,False,"['indeed-919rnagoya_pub@g.919.co.jp', 'indeed-919rnagoya_pub@919.jp.test-google-a.com', 'indeed-919rnagoya_pub@g.919.jp', 'indeed-919rnagoya_pub@kango-roo.com']",
admin#directory#group,01y810tw106ckeq,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/hc5W6SuzpQQQC3o5o_AwN7duFVw""",indeed-activek@919.jp,indeed運用アカウント,3,,True,"['indeed-activek@g.919.co.jp', 'indeed-activek@919.jp.test-google-a.com', 'indeed-activek@g.919.jp', 'indeed-activek@kango-roo.com']",
admin#directory#group,00lnxbz91dzvq03,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/qoEqDGEKCS7szt4QW9609CSEgpE""",indeed-aileservice_pub@919.jp,エールサービス様indeed用アドレス,3,エールサービス用,False,"['indeed-aileservice_pub@kango-roo.com', 'indeed-aileservice_pub@919.jp.test-google-a.com', 'indeed-aileservice_pub@g.919.co.jp', 'indeed-aileservice_pub@g.919.jp']",
admin#directory#group,02dlolyb46g0vri,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/I9m0N2xNueWVh00sa52xV-SlVE8""",indeed-allways@919.jp,indeed-allways,2,,True,"['indeed-allways@g.919.co.jp', 'indeed-allways@kango-roo.com', 'indeed-allways@g.919.jp', 'indeed-allways@919.jp.test-google-a.com']",
admin#directory#group,04h042r036uzr0x,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/XJBx98CkyuWmUGDy1Zz-xkGEPdo""",indeed-amazon@919.jp,indeed運用アカウント,2,,True,"['indeed-amazon@kango-roo.com', 'indeed-amazon@919.jp.test-google-a.com', 'indeed-amazon@g.919.co.jp', 'indeed-amazon@g.919.jp']",
admin#directory#group,036ei31r2sgfqsc,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/mltTT46AbIZMTERKFLCRpOUbNy8""",indeed-arflex@919.jp,indeed-arflex,3,,True,"['indeed-arflex@919.jp.test-google-a.com', 'indeed-arflex@g.919.co.jp', 'indeed-arflex@g.919.jp', 'indeed-arflex@kango-roo.com']",
admin#directory#group,03cqmetx1iefrsh,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/2dcO1-XGjQABgOQU4WN7ZvCkFa4""",indeed-as_pub@919.jp,株式会社as_indeed用,4,,False,"['indeed-as_pub@g.919.co.jp', 'indeed-as_pub@919.jp.test-google-a.com', 'indeed-as_pub@g.919.jp', 'indeed-as_pub@kango-roo.com']",
admin#directory#group,04i7ojhp2w5zmie,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/CEtA3qQYSl0aCa8dqfrsFync5QQ""",indeed-congre@919.jp,indeed運用アカウント,2,,True,"['indeed-congre@g.919.jp', 'indeed-congre@919.jp.test-google-a.com', 'indeed-congre@g.919.co.jp', 'indeed-congre@kango-roo.com']",
admin#directory#group,03hv69ve0jsdu3f,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/JfX1Cd4s_5Pkz1PuxraifQtxwZI""",indeed-dandelion_pub@919.jp,株式会社ダンデライオンindeed用,3,,False,"['indeed-dandelion_pub@919.jp.test-google-a.com', 'indeed-dandelion_pub@g.919.co.jp', 'indeed-dandelion_pub@g.919.jp', 'indeed-dandelion_pub@kango-roo.com']",
admin#directory#group,025b2l0r3eeas68,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/HOiDC7Fqin3xbXtlf45LmxLq2vA""",indeed-dessertland_pub@919.jp,デザートランド様indeed用,3,デザートランドのindeed用アドレス,False,"['indeed-dessertland_pub@g.919.jp', 'indeed-dessertland_pub@919.jp.test-google-a.com', 'indeed-dessertland_pub@g.919.co.jp', 'indeed-dessertland_pub@kango-roo.com']",
admin#directory#group,03ygebqi3xy0o2b,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/5bFhC8PyMxQBF71GXb8d6QQcdqg""",indeed-diamondhead@919.jp,indeed運用アカウント,2,,True,"['indeed-diamondhead@kango-roo.com', 'indeed-diamondhead@919.jp.test-google-a.com', 'indeed-diamondhead@g.919.co.jp', 'indeed-diamondhead@g.919.jp']",
admin#directory#group,00lnxbz93mjxrd5,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/ram3-8APiAc_kSjajU654y7r2kU""",indeed-i-mets@919.jp,indeed運用アカウント,2,,True,"['indeed-i-mets@919.jp.test-google-a.com', 'indeed-i-mets@g.919.co.jp', 'indeed-i-mets@g.919.jp', 'indeed-i-mets@kango-roo.com']",
admin#directory#group,02koq6560ne17tz,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/gG6Tcnd2hYHWtQbI2_lPWjgqa5M""",indeed-izumikinen_pub@919.jp,いずみ記念病院_indeed用,3,,False,"['indeed-izumikinen_pub@kango-roo.com', 'indeed-izumikinen_pub@919.jp.test-google-a.com', 'indeed-izumikinen_pub@g.919.co.jp', 'indeed-izumikinen_pub@g.919.jp']",
admin#directory#group,037m2jsg2qwcowd,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/5KxkbdsTYeE4_I6YeHY26hwsMuw""",indeed-lesdeux_pub@919.jp,LesDeux様indeed用2,4,Lesdeux様用アドレス,False,"['indeed-lesdeux_pub@919.jp.test-google-a.com', 'indeed-lesdeux_pub@g.919.co.jp', 'indeed-lesdeux_pub@g.919.jp', 'indeed-lesdeux_pub@kango-roo.com']",
admin#directory#group,01pxezwc1uidghe,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/8FSVnqR99Ej6jXGPGphehrfoNTE""",indeed-maxis_pub@919.jp,㈱ＭＡＸＩＳエデュケーションindeedキャンペーン,4,maxis様のindeed用アカウント。,False,"['indeed-maxis_pub@g.919.co.jp', 'indeed-maxis_pub@919.jp.test-google-a.com', 'indeed-maxis_pub@g.919.jp', 'indeed-maxis_pub@kango-roo.com']",
admin#directory#group,030j0zll1bhc1yl,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/jhD5mk8dmVeiia7JaOLOOjmmo4Q""",indeed-plusc@919.jp,indeed-plusc,3,,True,"['indeed-plusc@919.jp.test-google-a.com', 'indeed-plusc@kango-roo.com', 'indeed-plusc@g.919.jp', 'indeed-plusc@g.919.co.jp']",
admin#directory#group,01t3h5sf1k5qixw,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/X7RjEzpo_s3vwEcBs8Bj1AEizxc""",indeed-qgm@919.jp,indeed運用アカウント,6,,True,"['indeed-qgm@919.jp.test-google-a.com', 'indeed-qgm@g.919.co.jp', 'indeed-qgm@g.919.jp', 'indeed-qgm@kango-roo.com']",
admin#directory#group,0319y80a1ubxpx6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/goc6uuGIbvhZDSn6I0CkFnTsE_Q""",indeed-sankyou@919.jp,indeed運用アカウント,3,,True,"['indeed-sankyou@g.919.jp', 'indeed-sankyou@919.jp.test-google-a.com', 'indeed-sankyou@g.919.co.jp', 'indeed-sankyou@kango-roo.com']",
admin#directory#group,04iylrwe4eu7jq1,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/BL4ii_RFKhGyrCfueuTaartIs2w""",indeed-shirafuji_pub@919.jp,白富士様＿indeed用,4,,False,"['indeed-shirafuji_pub@g.919.co.jp', 'indeed-shirafuji_pub@919.jp.test-google-a.com', 'indeed-shirafuji_pub@g.919.jp', 'indeed-shirafuji_pub@kango-roo.com']",
admin#directory#group,01hmsyys0kl1ukv,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/SnRMwsiYnVHND8LN3LxOy_Hn0p8""",indeed-stylefa@919.jp,indeed運用アカウント,3,,True,"['indeed-stylefa@kango-roo.com', 'indeed-stylefa@919.jp.test-google-a.com', 'indeed-stylefa@g.919.co.jp', 'indeed-stylefa@g.919.jp']",
admin#directory#group,01x0gk372mae8cx,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/UtrSC86ozXb4UELjRqAnq5Tqy_Y""",indeed-sunship@919.jp,indeed運用アカウント,2,,True,"['indeed-sunship@g.919.jp', 'indeed-sunship@919.jp.test-google-a.com', 'indeed-sunship@g.919.co.jp', 'indeed-sunship@kango-roo.com']",
admin#directory#group,02afmg282nzbmwo,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/dgIgFafttEiW7gm-8p17kVOC9rg""",indeed-tanakan_pub@919.jp,株式会社田中ナースリー様indeed用,4,株式会社田中ナースリー様用アカウント,False,"['indeed-tanakan_pub@g.919.co.jp', 'indeed-tanakan_pub@919.jp.test-google-a.com', 'indeed-tanakan_pub@g.919.jp', 'indeed-tanakan_pub@kango-roo.com']",
admin#directory#group,025b2l0r2xwp3qm,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/8WqGnUMSafw__zlXrNXV5MppoMM""",indeed-ukouko@919.jp,indeed運用アカウント,3,,True,"['indeed-ukouko@g.919.jp', 'indeed-ukouko@919.jp.test-google-a.com', 'indeed-ukouko@g.919.co.jp', 'indeed-ukouko@kango-roo.com']",
admin#directory#group,03rdcrjn14ht8z0,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/MIp0x-eZHtQOr7LCfyrRGytz9gM""",indeed-zation@919.jp,indeed運用アカウント,3,,True,"['indeed-zation@919.jp.test-google-a.com', 'indeed-zation@g.919.co.jp', 'indeed-zation@g.919.jp', 'indeed-zation@kango-roo.com']",
admin#directory#group,01fob9te1t61zgc,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/rZ9PFvc1LFHdeOfpnbLuoNctxrI""",infcont-m@919.jp,infcont-m,42,,True,"['infcont-m@919.jp.test-google-a.com', 'infcont-m@g.919.jp', 'infcont-m@g.919.co.jp', 'infcont-m@kango-roo.com']",
admin#directory#group,01yyy98l3hznpa8,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/MVk6Lmt1DQsSHk1Ju4umGQ8xdWA""",infcont-s@919.jp,infcont-s,42,,True,"['infcont-s@919.jp.test-google-a.com', 'infcont-s@g.919.jp', 'infcont-s@g.919.co.jp', 'infcont-s@kango-roo.com']",
admin#directory#group,02fk6b3p2144ne0,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/vyPsoybCel-ril3U5_-t-zFntCA""",info-global@919.jp,info-global,3,グローバル事業部,True,"['info-global@919.jp.test-google-a.com', 'info-global@g.919.jp', 'info-global@g.919.co.jp', 'info-global@kango-roo.com']",
admin#directory#group,03dy6vkm4kgm3se,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/hU-lVI4csyZQBOlY-TmRkXxbEIk""",info-kabu@919.jp,クイックIR受付,3,,True,"['info-kabu@g.919.jp', 'info-kabu@g.919.co.jp', 'info-kabu@919.jp.test-google-a.com', 'info-kabu@kango-roo.com']",
admin#directory#group,02bn6wsx2h28zuo,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/PFIX4XEpLpCYO8cxDH1Iw_krG3Y""",info-koho@919.jp,ホームページinfo,4,,True,"['info-koho@919.jp.test-google-a.com', 'info-koho@g.919.jp', 'info-koho@g.919.co.jp', 'info-koho@kango-roo.com']",
admin#directory#group,036ei31r25yeb5j,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/63JNOmn4FnACQlTCyx27RB9vgXw""",info-kyujin@919.jp,info-kyujin,5,,True,"['info-kyujin@g.919.jp', 'info-kyujin@g.919.co.jp', 'info-kyujin@919.jp.test-google-a.com', 'info-kyujin@kango-roo.com']",
admin#directory#group,01t3h5sf2g2e9qk,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/6G0x4cvghKfmCjwpkpOcQQHV6Ps""",info-osakar@919.jp,クイック大阪営業部,1,,True,"['info-osakar@919.jp.test-google-a.com', 'info-osakar@g.919.jp', 'info-osakar@g.919.co.jp', 'info-osakar@kango-roo.com']",
admin#directory#group,00tyjcwt28kaq7h,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/jT1Bs5NWIDXAocqvCwYIEfAwcWc""",infohihi-asosaka@919.jp,クイックASお問い合わせ窓口,4,,True,"['infohihi-asosaka@g.919.jp', 'infohihi-asosaka@g.919.co.jp', 'infohihi-asosaka@919.jp.test-google-a.com', 'infohihi-asosaka@kango-roo.com']",
admin#directory#group,01302m923y0dtvo,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/K7wECn5av_kFsGWCp_e-4ICJMRc""",innovation-osaka@919.jp,株）クイック事務局,1,,True,"['innovation-osaka@g.919.jp', 'innovation-osaka@g.919.co.jp', 'innovation-osaka@919.jp.test-google-a.com', 'innovation-osaka@kango-roo.com']",
admin#directory#group,00vx122739onwcu,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/_muGaMHMz23ZpmVwlj8jSk7g9ew""",innovation-tokyo@919.jp,イノベーションクラブ東京,1,,True,"['innovation-tokyo@919.jp.test-google-a.com', 'innovation-tokyo@g.919.jp', 'innovation-tokyo@g.919.co.jp', 'innovation-tokyo@kango-roo.com']",
admin#directory#group,048pi1tg2yf19bq,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/wgnAW6p5PES8QDz8E-CKdBHk9Uo""",iq@919.jp,アイ・キュー,37,,True,"['iq@919.jp.test-google-a.com', 'iq@g.919.jp', 'iq@g.919.co.jp', 'iq@kango-roo.com']",
admin#directory#group,01y810tw3hinbvf,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/BwugpyvGsaozjpcN85wUGm7W4Aw""",jigyo@919.jp,事業企画室,2,,True,"['jigyo@919.jp.test-google-a.com', 'jigyo@g.919.jp', 'jigyo@g.919.co.jp', 'jigyo@kango-roo.com']",
admin#directory#group,04bvk7pj3i87hxo,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/CoR41xN3sJmovVQw4PU8ZuNTxhY""",jingoto@919.jp,jingoto,6,,True,"['jingoto@g.919.jp', 'jingoto@g.919.co.jp', 'jingoto@919.jp.test-google-a.com', 'jingoto@kango-roo.com']",
admin#directory#group,03tbugp11t68eyr,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/M11CljQJb8UlQiTshKYqhT_w8kA""",jinji@919.jp,人事課,3,人事課,True,"['jinji@919.jp.test-google-a.com', 'jinji@g.919.jp', 'jinji@g.919.co.jp', 'jinji@kango-roo.com']",
admin#directory#group,03x8tuzt27uhlvo,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/uhuASHKiXaEbxupJzztOJUEldTQ""",k-evolva@919.jp,KDDIエボルバ様_採用PJT,5,,True,"['k-evolva@kango-roo.com', 'k-evolva@919.jp.test-google-a.com', 'k-evolva@g.919.co.jp', 'k-evolva@g.919.jp']",
admin#directory#group,03fwokq01f5ybcw,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/lRGFC4mPEo7-62fxd_b1G3QBVbM""",kaikei@919.jp,会計システムユーザ,21,,True,"['kaikei@919.jp.test-google-a.com', 'kaikei@g.919.co.jp', 'kaikei@g.919.jp', 'kaikei@kango-roo.com']",['kaikei@919.co.jp']
admin#directory#group,0206ipza2esod6o,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/yXwTvC7bgihFQTcd-MSnp3_WU5Q""",kango-cd-cs@919.jp,kango-cd-cs,15,,True,"['kango-cd-cs@919.jp.test-google-a.com', 'kango-cd-cs@g.919.jp', 'kango-cd-cs@g.919.co.jp', 'kango-cd-cs@kango-roo.com']",
admin#directory#group,035nkun224l9x1p,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/HBiTxxgYg4oUYtL7-fazZkZuG8s""",kango-co-shoukai@919.jp,kango-co-shoukai,40,,True,"['kango-co-shoukai@919.jp.test-google-a.com', 'kango-co-shoukai@g.919.jp', 'kango-co-shoukai@g.919.co.jp', 'kango-co-shoukai@kango-roo.com']",
admin#directory#group,01x0gk371b5ei0d,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/XVaWQYorvJRiNyExWyioaCz2YKw""",kango-hkn@919.jp,kango-hkn,7,,True,"['kango-hkn@919.jp.test-google-a.com', 'kango-hkn@g.919.jp', 'kango-hkn@g.919.co.jp', 'kango-hkn@kango-roo.com']",
admin#directory#group,03l18frh2z30i06,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/fXuMpJcXRhZQRknIyqBW0yJEoV0""",kango-hn@919.jp,kango-hn,6,,True,"['kango-hn@919.jp.test-google-a.com', 'kango-hn@g.919.jp', 'kango-hn@g.919.co.jp', 'kango-hn@kango-roo.com']",
admin#directory#group,0111kx3o45x0vb9,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/nGvtluSvJPsTqiuow4pXy56ibR8""",kango-kyujin@919.jp,紹介部_kango-kyujin,89,,True,"['kango-kyujin@919.jp.test-google-a.com', 'kango-kyujin@g.919.jp', 'kango-kyujin@g.919.co.jp', 'kango-kyujin@kango-roo.com']",
